method,path,auth_required,allow_usc,allowed_exe_paths,handler,source_file,source_line,source_url
POST,/api/recorder/stop,true,true,[],RecorderApi.__stop_handler,kvmd/apps/kvmd/api/recorder.py,180,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/recorder.py#L180
POST,/api/repeater/add_preset_ap,true,true,[],RepeaterApi.__add_preset_ap_handler,kvmd/apps/kvmd/api/repeater.py,164,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L164
POST,/api/repeater/connect,true,true,[],RepeaterApi.__connect_wifi_handler,kvmd/apps/kvmd/api/repeater.py,85,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L85
POST,/api/repeater/del_preset_ap,true,true,[],RepeaterApi.__del_preset_ap_handler,kvmd/apps/kvmd/api/repeater.py,193,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L193
POST,/api/repeater/disconnect,true,true,[],RepeaterApi.__disconnect_handler,kvmd/apps/kvmd/api/repeater.py,110,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L110
POST,/api/repeater/enable,true,true,[],RepeaterApi.__enable_handler,kvmd/apps/kvmd/api/repeater.py,123,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L123
GET,/api/repeater/get_preset_ap_list,true,true,[],RepeaterApi.__get_preset_ap_list_handler,kvmd/apps/kvmd/api/repeater.py,214,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L214
GET,/api/repeater/get_saved_ap_list,true,true,[],RepeaterApi.__get_saved_ap_list_handler,kvmd/apps/kvmd/api/repeater.py,65,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L65
GET,/api/repeater/get_status,true,true,[],RepeaterApi.__get_ap_status_handler,kvmd/apps/kvmd/api/repeater.py,224,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L224
POST,/api/repeater/remove_saved_ap,true,true,[],RepeaterApi.__forget_wifi_handler,kvmd/apps/kvmd/api/repeater.py,140,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L140
GET,/api/repeater/scan,true,true,[],RepeaterApi.__get_ap_list_handler,kvmd/apps/kvmd/api/repeater.py,75,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/repeater.py#L75
POST,/api/rndis/start,true,true,[],RndisApi.__start_handler,kvmd/apps/kvmd/api/rndis.py,27,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/rndis.py#L27
GET,/api/rndis/status,true,true,[],RndisApi.__status_handler,kvmd/apps/kvmd/api/rndis.py,63,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/rndis.py#L63
POST,/api/rndis/stop,true,true,[],RndisApi.__stop_handler,kvmd/apps/kvmd/api/rndis.py,45,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/rndis.py#L45
GET,/api/same_check,false,false,[],AuthApi.__same_check_handler,kvmd/apps/kvmd/api/auth.py,378,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/auth.py#L378
GET,/api/streamer,true,true,[],StreamerApi.__state_handler,kvmd/apps/kvmd/api/streamer.py,50,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/streamer.py#L50
GET,/api/streamer/ocr,true,true,[],StreamerApi.__ocr_handler,kvmd/apps/kvmd/api/streamer.py,100,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/streamer.py#L100
POST,/api/streamer/reset,true,true,[],KvmdServer.__streamer_reset_handler,kvmd/apps/kvmd/server.py,515,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/server.py#L515
POST,/api/streamer/set_params,true,true,[],KvmdServer.__streamer_set_params_handler,kvmd/apps/kvmd/server.py,487,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/server.py#L487
DELETE,/api/streamer/snapshot,true,true,[],StreamerApi.__remove_snapshot_handler,kvmd/apps/kvmd/api/streamer.py,95,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/streamer.py#L95
GET,/api/streamer/snapshot,true,true,[],StreamerApi.__take_snapshot_handler,kvmd/apps/kvmd/api/streamer.py,54,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/streamer.py#L54
GET,/api/switch,true,true,[],SwitchApi.__state_handler,kvmd/apps/kvmd/api/switch.py,52,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L52
POST,/api/switch/atx/click,true,true,[],SwitchApi.__click_handler,kvmd/apps/kvmd/api/switch.py,167,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L167
POST,/api/switch/atx/power,true,true,[],SwitchApi.__power_handler,kvmd/apps/kvmd/api/switch.py,155,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L155
POST,/api/switch/edids/change,true,true,[],SwitchApi.__change_edid,kvmd/apps/kvmd/api/switch.py,132,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L132
POST,/api/switch/edids/create,true,true,[],SwitchApi.__create_edid,kvmd/apps/kvmd/api/switch.py,125,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L125
POST,/api/switch/edids/remove,true,true,[],SwitchApi.__remove_edid,kvmd/apps/kvmd/api/switch.py,147,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L147
POST,/api/switch/reset,true,true,[],SwitchApi.__reset,kvmd/apps/kvmd/api/switch.py,116,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L116
POST,/api/switch/set_active,true,true,[],SwitchApi.__set_active_port_handler,kvmd/apps/kvmd/api/switch.py,66,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L66
POST,/api/switch/set_active_next,true,true,[],SwitchApi.__set_active_next_handler,kvmd/apps/kvmd/api/switch.py,61,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L61
POST,/api/switch/set_active_prev,true,true,[],SwitchApi.__set_active_prev_handler,kvmd/apps/kvmd/api/switch.py,56,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L56
POST,/api/switch/set_beacon,true,true,[],SwitchApi.__set_beacon_handler,kvmd/apps/kvmd/api/switch.py,72,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L72
POST,/api/switch/set_colors,true,true,[],SwitchApi.__set_colors,kvmd/apps/kvmd/api/switch.py,104,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L104
POST,/api/switch/set_port_params,true,true,[],SwitchApi.__set_port_params,kvmd/apps/kvmd/api/switch.py,86,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/switch.py#L86
GET,/api/system/capability,true,true,[],SystemApi.get_capability_handler,kvmd/apps/kvmd/api/system.py,175,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L175
GET,/api/system/clients,true,true,"[""/usr/sbin/gl_kvm_gui""]",SystemApi.get_clients_handler,kvmd/apps/kvmd/api/system.py,124,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L124
DELETE,/api/system/clients/{client_id},true,true,"[""/usr/sbin/gl_kvm_gui""]",SystemApi.delete_client_handler,kvmd/apps/kvmd/api/system.py,198,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L198
GET,/api/system/get_config,true,true,[],SystemApi.get_config_handler,kvmd/apps/kvmd/api/system.py,1278,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1278
GET,/api/system/get_firewall_config,true,true,[],SystemApi.get_firewall_config_handler,kvmd/apps/kvmd/api/system.py,1318,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1318
GET,/api/system/get_hostname,true,true,[],SystemApi.get_hostname_handler,kvmd/apps/kvmd/api/system.py,1394,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1394
GET,/api/system/get_network_config,true,true,[],SystemApi.get_network_config_handler,kvmd/apps/kvmd/api/system.py,421,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L421
GET,/api/system/get_param,true,true,[],SystemApi.get_param_handler,kvmd/apps/kvmd/api/system.py,714,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L714
GET,/api/system/gui_get_param,true,true,"[""/usr/sbin/gl_kvm_gui""]",SystemApi.gui_get_param_handler,kvmd/apps/kvmd/api/system.py,752,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L752
POST,/api/system/gui_set_param,true,true,"[""/usr/sbin/gl_kvm_gui""]",SystemApi.gui_set_param_handler,kvmd/apps/kvmd/api/system.py,873,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L873
GET,/api/system/ntp,true,true,[],SystemApi.get_ntp_handler,kvmd/apps/kvmd/api/system.py,2179,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L2179
POST,/api/system/ntp,true,true,[],SystemApi.set_ntp_handler,kvmd/apps/kvmd/api/system.py,2193,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L2193
GET,/api/system/otg_functions,true,true,[],SystemApi.get_otg_functions_handler,kvmd/apps/kvmd/api/system.py,890,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L890
POST,/api/system/otg_functions,true,true,[],SystemApi.set_otg_functions_handler,kvmd/apps/kvmd/api/system.py,905,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L905
POST,/api/system/reinit_udc,true,true,[],SystemApi.reinit_udc_handler,kvmd/apps/kvmd/api/system.py,2135,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L2135
POST,/api/system/set_config,true,true,[],SystemApi.set_config_handler,kvmd/apps/kvmd/api/system.py,1293,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1293
POST,/api/system/set_firewall_config,true,true,[],SystemApi.set_firewall_rules_handler,kvmd/apps/kvmd/api/system.py,1341,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1341
POST,/api/system/set_hostname,true,true,[],SystemApi.set_hostname_handler,kvmd/apps/kvmd/api/system.py,1414,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1414
POST,/api/system/set_network_config,true,true,[],SystemApi.set_network_config_handler,kvmd/apps/kvmd/api/system.py,455,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L455
POST,/api/system/set_param,true,true,[],SystemApi.set_param_handler,kvmd/apps/kvmd/api/system.py,757,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L757
GET,/api/system/ssh_key,true,true,[],SystemApi.get_ssh_key_handler,kvmd/apps/kvmd/api/system.py,1484,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1484
POST,/api/system/ssh_key,true,true,[],SystemApi.set_ssh_key_handler,kvmd/apps/kvmd/api/system.py,1505,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1505
GET,/api/system/ssl_cert,true,true,[],SystemApi.get_ssl_cert_handler,kvmd/apps/kvmd/api/system.py,1907,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1907
POST,/api/system/ssl_cert,true,true,[],SystemApi.set_ssl_cert_handler,kvmd/apps/kvmd/api/system.py,1949,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1949
GET,/api/system/time,true,true,[],SystemApi.get_time_handler,kvmd/apps/kvmd/api/system.py,1043,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1043
POST,/api/system/time,true,true,[],SystemApi.set_time_handler,kvmd/apps/kvmd/api/system.py,1070,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1070
POST,/api/system/timezone,true,true,[],SystemApi.set_timezone_handler,kvmd/apps/kvmd/api/system.py,1233,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1233
GET,/api/system/timezone/list,true,true,[],SystemApi.get_timezone_list_handler,kvmd/apps/kvmd/api/system.py,1207,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/system.py#L1207
GET,/api/tailscale/config,true,true,[],TailscaleApi._get_config_handler,kvmd/apps/kvmd/api/tailscale.py,752,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L752
POST,/api/tailscale/config,true,true,[],TailscaleApi._config_handler,kvmd/apps/kvmd/api/tailscale.py,630,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L630
GET,/api/tailscale/login_status,true,true,[],TailscaleApi._login_status_handler,kvmd/apps/kvmd/api/tailscale.py,457,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L457
GET,/api/tailscale/login_url,true,true,[],TailscaleApi._login_url_handler,kvmd/apps/kvmd/api/tailscale.py,380,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L380
POST,/api/tailscale/logout,true,true,[],TailscaleApi._logout_handler,kvmd/apps/kvmd/api/tailscale.py,538,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L538
POST,/api/tailscale/start,true,true,[],TailscaleApi._start_handler,kvmd/apps/kvmd/api/tailscale.py,326,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L326
GET,/api/tailscale/status,true,true,[],TailscaleApi._status_handler,kvmd/apps/kvmd/api/tailscale.py,203,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L203
POST,/api/tailscale/stop,true,true,[],TailscaleApi._stop_handler,kvmd/apps/kvmd/api/tailscale.py,353,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/tailscale.py#L353
GET,/api/turn/get_turn,true,true,[],TurnApi._get_turn_handler,kvmd/apps/kvmd/api/turn.py,173,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/turn.py#L173
GET,/api/upgrade/beta/download,true,true,[],UpgradeApi.__beta_download_handler,kvmd/apps/kvmd/api/upgrade.py,488,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L488
GET,/api/upgrade/compare,true,true,[],UpgradeApi.__compare_handler,kvmd/apps/kvmd/api/upgrade.py,392,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L392
GET,/api/upgrade/download,true,true,[],UpgradeApi.__download_handler,kvmd/apps/kvmd/api/upgrade.py,481,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L481
GET,/api/upgrade/download_cancel,true,true,[],UpgradeApi.__download_cancel_handler,kvmd/apps/kvmd/api/upgrade.py,512,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L512
GET,/api/upgrade/download_info,true,true,[],UpgradeApi.__download_info_handler,kvmd/apps/kvmd/api/upgrade.py,527,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L527
POST,/api/upgrade/edid,true,true,[],UpgradeApi.__edid_handler,kvmd/apps/kvmd/api/upgrade.py,536,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L536
GET,/api/upgrade/get_edid,true,true,[],UpgradeApi.__get_edid_handler,kvmd/apps/kvmd/api/upgrade.py,590,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L590
GET,/api/upgrade/log,true,true,[],UpgradeApi.__log_handler,kvmd/apps/kvmd/api/upgrade.py,607,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L607
GET,/api/upgrade/reboot,true,true,[],UpgradeApi.__reboot_handler,kvmd/apps/kvmd/api/upgrade.py,403,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L403
GET,/api/upgrade/reset_default,true,true,[],UpgradeApi.__reset_default_handler,kvmd/apps/kvmd/api/upgrade.py,468,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L468
POST,/api/upgrade/start,true,true,[],UpgradeApi.__start_handler,kvmd/apps/kvmd/api/upgrade.py,408,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L408
GET,/api/upgrade/status,true,true,[],UpgradeApi.__status_handler,kvmd/apps/kvmd/api/upgrade.py,464,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L464
POST,/api/upgrade/upload,true,true,[],UpgradeApi.__upload_handler,kvmd/apps/kvmd/api/upgrade.py,360,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L360
GET,/api/upgrade/version,true,true,[],UpgradeApi.__version_handler,kvmd/apps/kvmd/api/upgrade.py,397,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/upgrade.py#L397
POST,/api/wol/add,true,true,[],WolApi._add_device_handler,kvmd/apps/kvmd/api/wol.py,185,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/wol.py#L185
GET,/api/wol/list,true,true,[],WolApi._get_list_handler,kvmd/apps/kvmd/api/wol.py,132,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/wol.py#L132
POST,/api/wol/remove,true,true,[],WolApi._remove_device_handler,kvmd/apps/kvmd/api/wol.py,247,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/wol.py#L247
GET,/api/wol/scan,true,true,[],WolApi._arp_scan_handler,kvmd/apps/kvmd/api/wol.py,78,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/wol.py#L78
POST,/api/wol/wake,true,true,[],WolApi._send_handler,kvmd/apps/kvmd/api/wol.py,163,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/wol.py#L163
GET,/api/ws,true,true,[],KvmdServer.__ws_handler,kvmd/apps/kvmd/server.py,523,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/server.py#L523
POST,/api/zerotier/set_token,true,true,[],ZerotierApi._set_token_handler,kvmd/apps/kvmd/api/zerotier.py,354,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/zerotier.py#L354
POST,/api/zerotier/start,true,true,[],ZerotierApi._start_handler,kvmd/apps/kvmd/api/zerotier.py,293,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/zerotier.py#L293
GET,/api/zerotier/status,true,true,[],ZerotierApi._status_handler,kvmd/apps/kvmd/api/zerotier.py,254,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/zerotier.py#L254
POST,/api/zerotier/stop,true,true,[],ZerotierApi._stop_handler,kvmd/apps/kvmd/api/zerotier.py,324,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/zerotier.py#L324
GET,/redfish/v1,false,true,[],RedfishApi.__root_handler,kvmd/apps/kvmd/api/redfish.py,68,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/redfish.py#L68
GET,/redfish/v1/Systems,true,true,[],RedfishApi.__systems_handler,kvmd/apps/kvmd/api/redfish.py,79,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/redfish.py#L79
GET,/redfish/v1/Systems/0,true,true,[],RedfishApi.__server_handler,kvmd/apps/kvmd/api/redfish.py,89,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/redfish.py#L89
PATCH,/redfish/v1/Systems/0,true,true,[],RedfishApi.__patch_handler,kvmd/apps/kvmd/api/redfish.py,120,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/redfish.py#L120
POST,/redfish/v1/Systems/0/Actions/ComputerSystem.Reset,true,true,[],RedfishApi.__power_handler,kvmd/apps/kvmd/api/redfish.py,125,https://github.com/gl-inet/glkvm/blob/9bd8ad11ba03d220401b0b6a4208bbfd84ed6107/kvmd/apps/kvmd/api/redfish.py#L125
